 * * * * B B * * * B * B * * * 
B * B B B * B * * * * * * * * 
 B B B * * * * * * * * * * * * 
B B * * * A * * A A A A A * A 
 * * * * * * * A A A A A * * A 
B * * * * * A A A A * A * * A 
 * * * A A A A A A A A A A A A 




Result after 10,000 iterations:


 C * C * * * C * * * * * * B B 
C * * * C C C C C B * B * B * 
 C * C C * * * * C * B B * B B 
C * C * C * C C C * * B * * * 
 C C * C C C * * * * * B * C B 
C * * C * * C B B B B B * * * 
 * C C C B * * * * * * B * B * 
C * * C * B * * B * * B * * B 
 B * * B B B B * B * B * * B B 
B B B B * B * * * * * * * * * 
 * * * * * * * A A * A A * * A 
B B * A * A * * A A A * A * * 
 * * * A * A A A A * * * * * A 
* A * * A * A * A * A A A * A 
 A A A A A A A * A A * A * A A 


